product_category,product_type,material_cost,production_time_days,region,origin_state,demand_index,market_trend,season,actual_selling_price,material_type
Leather & Traditional Craft,Traditional Leather Craft,884.37,2,Thanjavur,Tamil Nadu,0.677,0.0339,Normal,4724.26,Leather
Pottery & Terracotta,Clay Lamp,93.11,3,Pochampally,Telangana,0.79,0.1258,Normal,2120.19,Terracotta
Embroidery & Needlecraft,Table Runner,374.74,5,Raghurajpur,Odisha,0.738,0.2499,Winter,3290.24,Linen
Handmade Bags & Accessories,Clutch,240.91,4,Khurja,Uttar Pradesh,0.588,0.0242,Winter,1855.33,Jute
Handmade Home Décor,Mirror,160.12,5,Assam,Assam,0.732,0.0395,Festival,1690.61,Wood
Natural / Eco-friendly Crafts,Handmade Paper Product,187.36,1,Narsapur,Andhra Pradesh,0.613,0.0357,Festival,1304.94,Handmade Paper
Metal Crafts,Bell-metal Product,1132.99,4,Kutch,Gujarat,0.448,0.0309,Festival,6106.35,Bell Metal
Handmade Bags & Accessories,Backpack,203.87,5,Srinagar,Jammu and Kashmir,0.757,0.0097,Normal,2545.83,Canvas
Handmade Jewellery,Beaded Jewellery,412.44,5,Madhubani,Bihar,0.631,0.0499,Wedding,3183.9,Wood
Pottery & Terracotta,Kitchenware,78.39,3,Moradabad,Uttar Pradesh,0.714,0.0967,Normal,1628.07,Clay
Handloom & Textiles,Dress Material,984.76,12,Narsapur,Andhra Pradesh,0.531,0.1104,Normal,4370.33,Silk
Handmade Toys,Handmade Game,200.8,4,Assam,Assam,0.624,0.0329,Normal,1636.74,Paper
Leather & Traditional Craft,Leather Bag,753.7,5,Srikalahasti,Andhra Pradesh,0.41,-0.0872,Normal,3650.79,Leather
"Bamboo, Cane & Natural Fibre",Lampshade,217.94,3,Kolkata,West Bengal,0.894,-0.074,Wedding,1889.36,Bamboo
Ceramics,Tableware,155.53,3,Etikoppaka,Andhra Pradesh,0.652,0.0049,Festival,2025.67,Stoneware
Handloom & Textiles,Scarf,439.47,10,Khurja,Uttar Pradesh,0.751,0.024,Normal,3216.95,Linen
Paintings & Art,Sketch,205.84,7,Srinagar,Jammu and Kashmir,0.827,0.0772,Summer,2518.93,Charcoal
Handmade Home Décor,Sculpture,30.0,3,Jaipur,Rajasthan,0.816,0.1649,Wedding,3544.17,Clay
Natural / Eco-friendly Crafts,Palm-leaf Product,115.74,2,Kondapalli,Andhra Pradesh,0.554,0.1253,Festival,1533.34,Palm Leaf
Metal Crafts,Utensil,681.74,7,Moradabad,Uttar Pradesh,0.491,0.0539,Festival,4017.93,Brass
Metal Crafts,Utensil,880.48,5,Bastar,Chhattisgarh,0.745,0.0779,Summer,4991.92,Brass
Natural / Eco-friendly Crafts,Coir Product,120.24,3,Khurja,Uttar Pradesh,0.41,0.0363,Festival,1831.59,Coir
Ceramics,Decorative Piece,349.19,3,Assam,Assam,0.644,-0.0126,Winter,1500.3,Stoneware
"Bamboo, Cane & Natural Fibre",Lampshade,179.75,2,Srinagar,Jammu and Kashmir,0.669,0.071,Normal,1792.68,Jute
Ceramics,Cup,138.84,1,Kashmir,Jammu and Kashmir,0.788,0.2156,Normal,1495.44,Stoneware
"Bamboo, Cane & Natural Fibre",Bag,221.17,4,Raghurajpur,Odisha,0.736,-0.0447,Winter,1680.33,Bamboo
"Bamboo, Cane & Natural Fibre",Household Product,364.77,3,Bastar,Chhattisgarh,0.407,0.0323,Festival,2825.03,Jute
Handmade Home Décor,Showpiece,288.66,7,Assam,Assam,0.592,0.1937,Wedding,4752.63,Metal
Woodcraft,Figurine,402.04,3,Thanjavur,Tamil Nadu,0.548,0.0282,Normal,1633.98,Wood
Handmade Toys,Stuffed Toy,322.01,2,Raghurajpur,Odisha,0.705,0.0321,Normal,1948.93,Wool
Handmade Jewellery,Metal Jewellery,986.7,5,Saharanpur,Uttar Pradesh,0.638,-0.0803,Normal,3900.37,Silver
Ceramics,Ceramic Jewellery,194.15,2,Assam,Assam,0.643,0.0168,Normal,1597.83,Ceramic
Paintings & Art,Pattachitra,491.29,4,Raghurajpur,Odisha,0.314,0.0544,Normal,3048.51,Natural Pigment
Ceramics,Ceramic Jewellery,128.06,1,Thanjavur,Tamil Nadu,0.749,0.0416,Normal,1868.79,Ceramic
"Bamboo, Cane & Natural Fibre",Basket,302.82,3,Kashmir,Jammu and Kashmir,0.365,0.0553,Festival,2009.18,Bamboo
Ceramics,Tableware,80.95,3,Kondapalli,Andhra Pradesh,0.452,-0.0946,Festival,1627.04,Stoneware
Handmade Home Décor,Dreamcatcher,106.27,7,Srikalahasti,Andhra Pradesh,0.381,0.0167,Normal,1698.1,Jute
Handmade Bags & Accessories,Clutch,445.76,2,Jaipur,Rajasthan,0.357,0.0463,Wedding,3609.37,Leather
Pottery & Terracotta,Clay Lamp,64.81,2,Srikalahasti,Andhra Pradesh,0.72,0.1265,Monsoon,994.17,Clay
Embroidery & Needlecraft,Cushion Cover,503.88,5,Kashmir,Jammu and Kashmir,0.544,0.1492,Festival,3358.02,Silk
Natural / Eco-friendly Crafts,Eco-friendly Packaging,162.9,1,Pochampally,Telangana,0.268,-0.0504,Normal,1630.26,Jute
Handloom & Textiles,Dupatta,318.78,7,Raghurajpur,Odisha,0.366,0.0021,Wedding,1946.45,Cotton
Pottery & Terracotta,Kitchenware,80.92,1,Kutch,Gujarat,0.615,-0.0466,Normal,1682.53,Clay
Handloom & Textiles,Carpet,480.95,5,Raghurajpur,Odisha,0.272,0.0589,Wedding,3273.2,Wool
Handmade Bags & Accessories,Tote Bag,395.3,2,Khurja,Uttar Pradesh,0.69,-0.0178,Festival,2057.54,Cotton
Pottery & Terracotta,Clay Lamp,142.71,1,Srikalahasti,Andhra Pradesh,0.917,-0.0025,Festival,1458.43,Clay
Woodcraft,Decorative Panel,672.33,7,Raghurajpur,Odisha,0.557,0.2168,Winter,2816.85,Wood
Natural / Eco-friendly Crafts,Palm-leaf Product,98.45,2,Kutch,Gujarat,0.888,0.1012,Wedding,2424.85,Palm Leaf
Embroidery & Needlecraft,Table Runner,408.65,5,Thanjavur,Tamil Nadu,0.506,-0.1465,Monsoon,3408.86,Cotton
"Bamboo, Cane & Natural Fibre",Basket,216.0,4,Madhubani,Bihar,0.611,0.0869,Normal,2013.37,Cane
Handmade Home Décor,Lamp,328.11,2,Assam,Assam,0.685,-0.0376,Normal,2193.02,Bamboo
"Bamboo, Cane & Natural Fibre",Furniture,182.26,5,Saharanpur,Uttar Pradesh,0.799,0.0137,Festival,2664.49,Bamboo
Paintings & Art,Warli Painting,219.89,6,Thanjavur,Tamil Nadu,0.69,0.1524,Festival,2344.52,Acrylic
Pottery & Terracotta,Decorative Pot,162.27,2,Kashmir,Jammu and Kashmir,0.658,-0.0075,Festival,2143.72,Terracotta
Embroidery & Needlecraft,Wall Hanging,240.76,8,Srinagar,Jammu and Kashmir,0.516,0.0309,Normal,3145.4,Jute
Woodcraft,Box,424.31,13,Bhubaneswar,Odisha,0.559,0.1564,Normal,4418.15,Wood
Leather & Traditional Craft,Decorative Leather Product,523.33,7,Bastar,Chhattisgarh,0.599,0.1738,Summer,4010.61,Leather
Handmade Toys,Handmade Game,197.53,5,Kashmir,Jammu and Kashmir,0.754,0.0479,Normal,2166.82,Paper
Ceramics,Cup,150.34,2,Channapatna,Karnataka,0.685,-0.0451,Normal,2044.45,Stoneware
Metal Crafts,Utensil,1505.39,2,Moradabad,Uttar Pradesh,0.253,0.1859,Normal,6973.04,Brass
"Bamboo, Cane & Natural Fibre",Decorative Item,241.12,2,Saharanpur,Uttar Pradesh,0.717,-0.0294,Summer,1732.61,Cane
Handmade Home Décor,Wall Hanging,196.98,2,Madhubani,Bihar,0.274,-0.0639,Normal,943.08,Wood
Handmade Bags & Accessories,Handbag,249.92,3,Kondapalli,Andhra Pradesh,0.638,-0.0372,Summer,1257.92,Cotton
Woodcraft,Wall Décor,609.84,3,Channapatna,Karnataka,0.444,0.1688,Normal,1522.31,Wood
Leather & Traditional Craft,Wallet,930.8,2,Khurja,Uttar Pradesh,0.693,0.221,Normal,3098.49,Leather
Handmade Bags & Accessories,Handbag,500.76,4,Etikoppaka,Andhra Pradesh,0.552,0.0892,Normal,2485.57,Leather
Handloom & Textiles,Stole,599.93,12,Raghurajpur,Odisha,0.681,-0.0885,Winter,2720.33,Linen
Handloom & Textiles,Bedsheet,474.21,9,Jaipur,Rajasthan,0.421,0.2337,Normal,2781.08,Linen
Handmade Bags & Accessories,Accessories,293.64,2,Srikalahasti,Andhra Pradesh,0.676,-0.0417,Normal,1661.56,Jute
Paintings & Art,Tanjore Painting,474.22,7,Etikoppaka,Andhra Pradesh,0.764,-0.1394,Normal,3472.94,Gold Leaf
"Bamboo, Cane & Natural Fibre",Storage Box,111.02,3,Bastar,Chhattisgarh,0.515,0.0756,Monsoon,838.85,Bamboo
Woodcraft,Wooden Jewellery,470.03,2,Srikalahasti,Andhra Pradesh,0.95,0.044,Normal,4270.32,Wood
Natural / Eco-friendly Crafts,Banana-fibre Product,141.62,3,Narsapur,Andhra Pradesh,0.633,-0.0148,Normal,1125.86,Banana Fibre
Metal Crafts,Jewellery,1068.6,10,Kondapalli,Andhra Pradesh,0.48,0.1375,Normal,5971.02,Copper
Metal Crafts,Utensil,1147.18,9,Etikoppaka,Andhra Pradesh,0.603,0.1938,Festival,8014.89,Copper
Natural / Eco-friendly Crafts,Eco-friendly Packaging,148.44,3,Bastar,Chhattisgarh,0.778,0.104,Wedding,3120.17,Palm Leaf
Paintings & Art,Handmade Wall Art,261.71,6,Khurja,Uttar Pradesh,0.679,-0.0254,Wedding,2924.64,Wood
Embroidery & Needlecraft,Patchwork Product,312.62,6,Narsapur,Andhra Pradesh,0.651,0.0952,Festival,3602.02,Wool
Woodcraft,Kitchenware,611.22,4,Raghurajpur,Odisha,0.576,-0.0181,Normal,4284.5,Wood
Natural / Eco-friendly Crafts,Banana-fibre Product,139.3,2,Jaipur,Rajasthan,0.828,0.1124,Winter,2014.71,Banana Fibre
Embroidery & Needlecraft,Quilt,255.69,2,Narsapur,Andhra Pradesh,0.883,-0.1332,Winter,2916.9,Cotton
Pottery & Terracotta,Diya,110.22,2,Moradabad,Uttar Pradesh,0.254,0.0103,Normal,724.72,Clay
Handmade Jewellery,Necklace,682.01,1,Kutch,Gujarat,0.446,0.0536,Festival,5314.69,Brass
Handmade Home Décor,Showpiece,328.75,4,Kashmir,Jammu and Kashmir,0.635,0.0226,Wedding,3019.5,Ceramic
Metal Crafts,Brassware,786.76,1,Srinagar,Jammu and Kashmir,0.837,-0.0675,Summer,6230.98,Brass
Paintings & Art,Phad Painting,262.62,6,Moradabad,Uttar Pradesh,0.744,0.1151,Monsoon,2201.93,Natural Pigment
Metal Crafts,Utensil,1661.77,3,Madhubani,Bihar,0.686,0.0299,Summer,4104.48,Copper
Leather & Traditional Craft,Belt,821.13,1,Assam,Assam,0.639,0.0687,Normal,2872.81,Leather
Handloom & Textiles,Blanket,349.33,10,Channapatna,Karnataka,0.617,0.2638,Normal,2165.69,Wool
Leather & Traditional Craft,Leather Bag,383.45,1,Bastar,Chhattisgarh,0.602,0.1809,Festival,4135.67,Leather
Handloom & Textiles,Stole,296.19,6,Kolkata,West Bengal,0.602,0.0288,Normal,2108.07,Linen
Handmade Bags & Accessories,Backpack,282.69,3,Pochampally,Telangana,0.853,0.1078,Wedding,2152.77,Canvas
Pottery & Terracotta,Terracotta Figurine,128.78,2,Kutch,Gujarat,0.57,-0.0372,Festival,1340.51,Clay
Handmade Jewellery,Terracotta Jewellery,522.08,5,Bhubaneswar,Odisha,0.738,0.1462,Monsoon,2755.04,Terracotta
Metal Crafts,Decorative Item,696.55,5,Narsapur,Andhra Pradesh,0.433,0.1048,Normal,3284.04,Copper
Leather & Traditional Craft,Leather Bag,1025.76,4,Moradabad,Uttar Pradesh,0.276,0.0048,Normal,3510.57,Leather
Pottery & Terracotta,Planter,161.88,2,Pochampally,Telangana,0.518,0.0668,Normal,1420.62,Clay
Pottery & Terracotta,Kitchenware,34.91,3,Kolkata,West Bengal,0.628,0.0421,Summer,1011.53,Terracotta
Ceramics,Home Décor,297.96,4,Moradabad,Uttar Pradesh,0.307,-0.0726,Festival,1265.6,Ceramic
Leather & Traditional Craft,Traditional Leather Craft,1108.62,7,Etikoppaka,Andhra Pradesh,0.678,-0.0174,Festival,4679.35,Leather
Embroidery & Needlecraft,Quilt,518.06,6,Srikalahasti,Andhra Pradesh,0.432,0.0502,Festival,4523.21,Wool
Ceramics,Vase,224.96,5,Narsapur,Andhra Pradesh,0.45,0.1171,Festival,1164.38,Ceramic
Leather & Traditional Craft,Belt,548.52,6,Saharanpur,Uttar Pradesh,0.71,-0.0429,Wedding,5093.02,Leather
Natural / Eco-friendly Crafts,Palm-leaf Product,94.06,3,Moradabad,Uttar Pradesh,0.78,0.1679,Wedding,2538.69,Palm Leaf
Ceramics,Decorative Piece,230.25,3,Bastar,Chhattisgarh,0.873,0.1613,Normal,2423.63,Stoneware
"Bamboo, Cane & Natural Fibre",Bag,184.16,5,Etikoppaka,Andhra Pradesh,0.653,0.1288,Monsoon,1549.91,Cane
Pottery & Terracotta,Diya,101.85,4,Srinagar,Jammu and Kashmir,0.474,0.0972,Winter,1765.43,Terracotta
Embroidery & Needlecraft,Table Runner,246.83,5,Kondapalli,Andhra Pradesh,0.669,0.0263,Wedding,1494.86,Cotton
Pottery & Terracotta,Diya,216.59,3,Channapatna,Karnataka,0.484,-0.1681,Festival,1413.41,Terracotta
Handmade Jewellery,Lac Jewellery,240.45,2,Narsapur,Andhra Pradesh,0.695,0.0296,Normal,2261.89,Lac
Woodcraft,Wooden Toy,545.96,10,Thanjavur,Tamil Nadu,0.579,0.141,Summer,2421.02,Wood
Handmade Bags & Accessories,Scarf,212.15,2,Kolkata,West Bengal,0.746,0.1237,Festival,1767.27,Linen
Woodcraft,Tray,261.53,8,Khurja,Uttar Pradesh,0.966,0.1519,Normal,4061.33,Wood
Leather & Traditional Craft,Decorative Leather Product,868.3,4,Channapatna,Karnataka,0.278,0.0713,Wedding,3931.26,Leather
Handmade Bags & Accessories,Clutch,217.48,3,Raghurajpur,Odisha,0.835,-0.0026,Normal,1456.21,Lac
"Bamboo, Cane & Natural Fibre",Bag,190.75,3,Khurja,Uttar Pradesh,0.72,0.0409,Normal,1461.1,Bamboo
Ceramics,Plate,33.38,3,Kolkata,West Bengal,0.346,0.1098,Summer,594.01,Stoneware
Handloom & Textiles,Stole,507.12,14,Srinagar,Jammu and Kashmir,0.504,-0.0155,Normal,3789.68,Wool
Handmade Bags & Accessories,Handbag,443.17,5,Pochampally,Telangana,0.927,0.1983,Festival,2347.66,Jute
Woodcraft,Sculpture,877.55,9,Etikoppaka,Andhra Pradesh,0.704,0.0463,Festival,6010.34,Wood
Handmade Toys,Wooden Toy,226.64,4,Bastar,Chhattisgarh,0.663,-0.0217,Summer,2124.5,Wood
Metal Crafts,Utensil,1481.8,6,Etikoppaka,Andhra Pradesh,0.36,0.1653,Wedding,7678.19,Brass
Handmade Home Décor,Wall Hanging,98.3,1,Jaipur,Rajasthan,0.624,0.0953,Normal,1352.53,Jute
Paintings & Art,Kalamkari,384.67,6,Jaipur,Rajasthan,0.617,-0.0206,Winter,1922.58,Cotton
"Bamboo, Cane & Natural Fibre",Household Product,260.04,1,Kutch,Gujarat,0.732,0.0249,Wedding,1642.09,Bamboo
Paintings & Art,Gond Art,197.95,4,Kutch,Gujarat,0.434,-0.0813,Winter,1139.97,Natural Pigment
Handmade Toys,Traditional Toy,230.98,4,Etikoppaka,Andhra Pradesh,0.734,-0.1162,Normal,1886.15,Cloth
Metal Crafts,Lamp,1205.28,8,Thanjavur,Tamil Nadu,0.594,0.1563,Festival,9060.68,Brass
Pottery & Terracotta,Diya,72.34,2,Etikoppaka,Andhra Pradesh,0.578,-0.0737,Normal,1646.03,Clay
Woodcraft,Wooden Toy,554.21,11,Thanjavur,Tamil Nadu,0.231,0.2322,Winter,4074.16,Wood
Handmade Jewellery,Beaded Jewellery,87.46,4,Saharanpur,Uttar Pradesh,0.465,0.1433,Normal,3018.54,Seed Beads
Paintings & Art,Miniature Painting,309.05,5,Kutch,Gujarat,0.348,-0.1415,Normal,1510.2,Natural Pigment
Woodcraft,Decorative Panel,665.93,7,Jaipur,Rajasthan,0.472,0.1136,Festival,2394.58,Wood
Embroidery & Needlecraft,Embroidered Bag,254.11,6,Moradabad,Uttar Pradesh,0.58,0.0496,Winter,2697.26,Cotton
Pottery & Terracotta,Planter,78.3,3,Kondapalli,Andhra Pradesh,0.664,0.1485,Normal,1323.19,Terracotta
Handloom & Textiles,Shawl,207.37,8,Moradabad,Uttar Pradesh,0.693,-0.0121,Normal,1767.65,Cotton
Pottery & Terracotta,Kitchenware,141.63,3,Narsapur,Andhra Pradesh,0.536,0.0997,Normal,1016.64,Terracotta
Leather & Traditional Craft,Belt,808.3,7,Jaipur,Rajasthan,0.217,0.1339,Normal,4454.31,Leather
Paintings & Art,Phad Painting,371.85,6,Srikalahasti,Andhra Pradesh,0.626,0.1075,Wedding,2741.0,Watercolour
Embroidery & Needlecraft,Patchwork Product,424.61,9,Bastar,Chhattisgarh,0.585,0.1103,Winter,2752.59,Wool
Woodcraft,Sculpture,373.43,13,Assam,Assam,0.625,0.0718,Normal,2793.22,Wood
Handmade Jewellery,Wooden Jewellery,852.6,5,Etikoppaka,Andhra Pradesh,0.414,-0.0296,Normal,2257.06,Wood
"Bamboo, Cane & Natural Fibre",Household Product,146.71,4,Khurja,Uttar Pradesh,0.578,0.0506,Normal,1369.65,Jute
"Bamboo, Cane & Natural Fibre",Storage Box,133.06,2,Kashmir,Jammu and Kashmir,0.925,0.1334,Festival,1302.45,Bamboo
Natural / Eco-friendly Crafts,Handmade Paper Product,108.08,5,Saharanpur,Uttar Pradesh,0.665,-0.065,Winter,1587.0,Handmade Paper
Leather & Traditional Craft,Footwear,967.14,9,Khurja,Uttar Pradesh,0.789,0.0603,Summer,3209.69,Leather
Natural / Eco-friendly Crafts,Coir Product,178.32,4,Bhubaneswar,Odisha,0.89,0.0225,Festival,1707.87,Coir
Embroidery & Needlecraft,Wall Hanging,227.29,2,Moradabad,Uttar Pradesh,0.608,0.1122,Normal,3495.0,Cotton
Ceramics,Tableware,195.82,3,Assam,Assam,0.612,0.0094,Winter,1245.99,Stoneware
Handmade Home Décor,Showpiece,219.38,3,Bhubaneswar,Odisha,0.753,-0.1133,Festival,1595.32,Metal
Pottery & Terracotta,Sculpture,200.64,1,Jaipur,Rajasthan,0.944,0.1796,Summer,1432.52,Terracotta
"Bamboo, Cane & Natural Fibre",Bottle/Container,337.0,1,Bhubaneswar,Odisha,0.421,0.0838,Normal,1247.42,Bamboo
Handmade Bags & Accessories,Handbag,585.68,5,Raghurajpur,Odisha,0.721,0.0467,Winter,3064.02,Leather
Handmade Bags & Accessories,Wallet,450.59,1,Kutch,Gujarat,0.391,-0.0001,Winter,1839.72,Cotton
Handmade Bags & Accessories,Scarf,551.45,5,Moradabad,Uttar Pradesh,0.709,0.0623,Normal,3742.98,Silk
Pottery & Terracotta,Sculpture,107.46,3,Bastar,Chhattisgarh,0.894,0.1378,Normal,1647.13,Terracotta
Natural / Eco-friendly Crafts,Natural-fibre Basket,110.11,3,Raghurajpur,Odisha,0.491,0.0539,Normal,1516.65,Palm Leaf
Pottery & Terracotta,Planter,59.73,1,Saharanpur,Uttar Pradesh,0.846,-0.0043,Normal,1581.09,Terracotta
Paintings & Art,Handmade Wall Art,381.79,3,Moradabad,Uttar Pradesh,0.576,0.1731,Normal,2705.9,Canvas
Handmade Bags & Accessories,Scarf,668.66,2,Srinagar,Jammu and Kashmir,0.897,-0.0642,Festival,2098.34,Silk
Handmade Jewellery,Terracotta Jewellery,190.15,3,Channapatna,Karnataka,0.43,0.0831,Festival,2081.89,Terracotta
"Bamboo, Cane & Natural Fibre",Mat,136.52,3,Saharanpur,Uttar Pradesh,0.524,0.0564,Normal,1862.76,Cane
Natural / Eco-friendly Crafts,Natural-fibre Basket,182.67,4,Thanjavur,Tamil Nadu,0.332,0.0402,Summer,1199.24,Jute
"Bamboo, Cane & Natural Fibre",Household Product,167.68,2,Khurja,Uttar Pradesh,0.476,0.0893,Festival,1440.7,Bamboo
Handmade Bags & Accessories,Basket,310.37,3,Madhubani,Bihar,0.905,0.1717,Normal,1851.55,Bamboo
Handloom & Textiles,Stole,743.69,8,Raghurajpur,Odisha,0.57,0.0667,Normal,5143.53,Silk
Natural / Eco-friendly Crafts,Palm-leaf Product,187.49,3,Bhubaneswar,Odisha,0.82,0.0595,Monsoon,1434.65,Palm Leaf
Handmade Toys,Cloth Doll,295.9,3,Assam,Assam,0.381,-0.0146,Normal,1260.27,Wool
Handmade Jewellery,Terracotta Jewellery,46.33,4,Etikoppaka,Andhra Pradesh,0.531,0.0601,Monsoon,1221.18,Terracotta
"Bamboo, Cane & Natural Fibre",Decorative Item,186.46,1,Narsapur,Andhra Pradesh,0.778,-0.01,Normal,2111.5,Bamboo
Handmade Jewellery,Bracelet,460.82,2,Kolkata,West Bengal,0.29,0.1326,Normal,1814.19,Lac
Embroidery & Needlecraft,Wall Hanging,322.87,5,Assam,Assam,0.954,-0.0043,Monsoon,3148.7,Cotton
Handmade Jewellery,Necklace,1084.39,3,Narsapur,Andhra Pradesh,0.567,-0.0239,Normal,4161.3,Silver
Handmade Bags & Accessories,Backpack,364.87,6,Pochampally,Telangana,0.603,0.0804,Festival,2887.35,Canvas
Handmade Home Décor,Sculpture,361.38,5,Channapatna,Karnataka,0.838,-0.0576,Normal,1856.69,Metal
"Bamboo, Cane & Natural Fibre",Bag,162.18,1,Kutch,Gujarat,0.57,0.1284,Festival,2718.36,Cane
Leather & Traditional Craft,Leather Bag,229.55,8,Kondapalli,Andhra Pradesh,0.845,0.0424,Festival,2953.28,Leather
Pottery & Terracotta,Decorative Pot,96.6,2,Srikalahasti,Andhra Pradesh,0.613,0.0557,Normal,1226.04,Clay
Embroidery & Needlecraft,Patchwork Product,425.19,6,Srinagar,Jammu and Kashmir,0.508,0.1023,Festival,2367.24,Linen
Handmade Jewellery,Handmade Earrings,251.54,3,Kashmir,Jammu and Kashmir,0.495,-0.0384,Festival,3030.81,Beads
Ceramics,Tableware,300.16,1,Raghurajpur,Odisha,0.426,0.0498,Festival,1979.93,Stoneware
Handloom & Textiles,Dress Material,429.32,6,Jaipur,Rajasthan,0.877,0.0957,Winter,2282.13,Linen
"Bamboo, Cane & Natural Fibre",Storage Box,193.8,4,Khurja,Uttar Pradesh,0.837,0.0927,Normal,1798.66,Palm Leaf
Handmade Home Décor,Dreamcatcher,50.45,5,Srikalahasti,Andhra Pradesh,0.806,0.0656,Festival,2337.7,Bamboo
"Bamboo, Cane & Natural Fibre",Tray,137.88,1,Thanjavur,Tamil Nadu,0.445,-0.0158,Summer,1590.09,Palm Leaf
"Bamboo, Cane & Natural Fibre",Decorative Item,170.25,3,Channapatna,Karnataka,0.866,0.1499,Normal,1768.87,Bamboo
Woodcraft,Wall Décor,666.43,9,Thanjavur,Tamil Nadu,0.75,0.1627,Monsoon,4328.0,Wood
Handmade Bags & Accessories,Basket,30.0,3,Bastar,Chhattisgarh,0.669,0.047,Monsoon,2705.56,Jute
Ceramics,Ceramic Jewellery,173.0,1,Etikoppaka,Andhra Pradesh,0.409,0.0573,Normal,1325.37,Porcelain
Handmade Toys,Wooden Toy,238.08,4,Etikoppaka,Andhra Pradesh,0.633,0.2129,Normal,2296.25,Wood
"Bamboo, Cane & Natural Fibre",Decorative Item,135.59,4,Saharanpur,Uttar Pradesh,0.55,-0.0215,Winter,1361.79,Bamboo
Metal Crafts,Utensil,1305.0,9,Khurja,Uttar Pradesh,0.775,0.0998,Normal,5392.21,Bell Metal
Pottery & Terracotta,Terracotta Jewellery,106.22,1,Assam,Assam,0.696,0.1099,Normal,1631.37,Terracotta
Handmade Bags & Accessories,Handbag,395.02,4,Kashmir,Jammu and Kashmir,0.828,0.0264,Normal,2600.03,Leather
Handmade Jewellery,Necklace,324.14,4,Narsapur,Andhra Pradesh,0.413,-0.0216,Festival,1831.63,Beads
Paintings & Art,Tanjore Painting,272.46,7,Khurja,Uttar Pradesh,0.576,-0.0204,Normal,2995.0,Acrylic
Leather & Traditional Craft,Belt,696.1,8,Raghurajpur,Odisha,0.752,0.1238,Festival,6117.06,Leather
Handmade Home Décor,Mirror,408.59,3,Khurja,Uttar Pradesh,0.432,-0.0647,Normal,1798.54,Bamboo
Handmade Bags & Accessories,Handmade Belt,297.34,2,Narsapur,Andhra Pradesh,0.747,0.134,Normal,2031.41,Cotton
Handloom & Textiles,Blanket,325.26,11,Bhubaneswar,Odisha,0.563,0.097,Festival,2910.3,Cotton
Paintings & Art,Sketch,191.33,5,Channapatna,Karnataka,0.505,0.0632,Monsoon,1622.55,Graphite
Embroidery & Needlecraft,Quilt,392.15,5,Moradabad,Uttar Pradesh,0.811,-0.0899,Winter,4007.06,Cotton
Pottery & Terracotta,Sculpture,142.5,3,Khurja,Uttar Pradesh,0.81,-0.0294,Summer,1111.75,Terracotta
Leather & Traditional Craft,Leather Bag,811.13,5,Kashmir,Jammu and Kashmir,0.849,0.0676,Festival,3322.38,Leather
Metal Crafts,Brassware,1129.52,6,Moradabad,Uttar Pradesh,0.562,-0.152,Normal,6299.29,Brass
Handmade Bags & Accessories,Wallet,607.3,5,Madhubani,Bihar,0.517,-0.1059,Normal,3574.83,Leather
"Bamboo, Cane & Natural Fibre",Bag,188.06,6,Channapatna,Karnataka,0.616,0.1537,Normal,1645.47,Jute
Handloom & Textiles,Shawl,125.21,9,Etikoppaka,Andhra Pradesh,0.613,0.0966,Wedding,2405.74,Cotton
"Bamboo, Cane & Natural Fibre",Storage Box,265.23,3,Kolkata,West Bengal,0.562,0.0302,Summer,1261.2,Bamboo
Handmade Bags & Accessories,Handmade Belt,323.01,3,Assam,Assam,0.558,0.0278,Winter,3468.07,Jute
Natural / Eco-friendly Crafts,Natural-fibre Basket,147.6,3,Saharanpur,Uttar Pradesh,0.685,0.0431,Summer,1514.89,Coir
Handmade Toys,Cloth Doll,370.41,2,Narsapur,Andhra Pradesh,0.461,0.1223,Festival,2261.3,Wool
Natural / Eco-friendly Crafts,Natural-fibre Basket,191.64,4,Kolkata,West Bengal,0.82,-0.0557,Normal,1471.42,Jute
"Bamboo, Cane & Natural Fibre",Storage Box,48.01,4,Channapatna,Karnataka,0.47,0.069,Festival,1789.22,Bamboo
Handloom & Textiles,Shawl,706.45,2,Narsapur,Andhra Pradesh,0.7,-0.0757,Normal,2656.87,Silk
Handmade Bags & Accessories,Pouch,237.97,5,Bastar,Chhattisgarh,0.605,0.0435,Normal,1898.95,Leather
Embroidery & Needlecraft,Patchwork Product,423.72,8,Srinagar,Jammu and Kashmir,0.571,0.006,Festival,2462.6,Cotton
Handloom & Textiles,Fabric,652.29,11,Raghurajpur,Odisha,0.693,-0.0018,Normal,3763.12,Silk
Embroidery & Needlecraft,Cushion Cover,451.16,8,Kashmir,Jammu and Kashmir,0.319,0.2274,Festival,4113.76,Silk
Metal Crafts,Jewellery,1423.98,6,Moradabad,Uttar Pradesh,0.425,0.0569,Festival,8069.39,Copper
Handloom & Textiles,Bedsheet,489.89,6,Jaipur,Rajasthan,0.407,0.0677,Normal,2820.88,Linen
Handmade Bags & Accessories,Wallet,725.86,4,Khurja,Uttar Pradesh,0.632,0.0149,Normal,3419.52,Leather
Handmade Bags & Accessories,Accessories,333.26,1,Assam,Assam,0.738,-0.1092,Summer,1435.97,Beads
Handmade Bags & Accessories,Scarf,211.78,3,Assam,Assam,0.459,-0.0427,Monsoon,1882.64,Linen
Handmade Bags & Accessories,Handbag,212.32,3,Assam,Assam,0.495,-0.1118,Normal,2122.33,Cotton
